card,store,quantity,value
negate,TCGeeK,1,22.50
negate,TCGeeK,1,36.00
negate,TCGeeK,1,0.55
negate,TCGeeK,1,10.00
negate,TCGeeK,1,0.75
negate,Treasure Cards,23,0.18
negate,Treasure Cards,16,0.14
negate,Treasure Cards,9,0.14
negate,Treasure Cards,7,0.14
negate,Treasure Cards,3,0.14
negate,Treasure Cards,3,0.14
negate,Treasure Cards,3,0.14
negate,Treasure Cards,3,0.14
negate,Treasure Cards,2,0.14
negate,Treasure Cards,2,4.50
negate,Treasure Cards,2,0.14
negate,Treasure Cards,1,0.14
negate,Treasure Cards,1,5.40
negate,Treasure Cards,1,0.14
negate,Treasure Cards,1,36.00
negate,Treasure Cards,1,0.14
negate,Treasure Cards,1,13.50
negate,Treasure Cards,1,0.14
negate,Treasure Cards,1,0.14
negate,Treasure Cards,1,0.14
negate,Treasure Cards,1,0.14
negate,Treasure Cards,1,4.50
negate,Tutubahia,4,0.63
negate,Tutubahia,4,0.63
negate,Tutubahia,4,0.63
negate,Tutubahia,4,29.75
negate,Tutubahia,4,0.63
negate,Tutubahia,4,0.63
negate,Tutubahia,4,0.63
negate,Tutubahia,4,4.75
negate,Tutubahia,3,25.00
negate,Tutubahia,3,4.75
negate,Tutubahia,3,0.63
negate,Tutubahia,2,14.75
negate,Tutubahia,1,24.75
negate,Tutubahia,1,7.50
negate,Konklave FunStore,1,31.60
negate,Konklave FunStore,4,7.60
negate,Konklave FunStore,1,5.31
negate,Konklave FunStore,4,0.80
negate,Konklave FunStore,4,0.45
negate,Konklave FunStore,4,0.43
negate,Konklave FunStore,2,0.40
negate,Konklave FunStore,3,0.40
negate,Konklave FunStore,4,0.40
negate,Konklave FunStore,4,0.40
negate,Konklave FunStore,4,0.40
negate,Konklave FunStore,4,0.40
negate,Konklave FunStore,4,0.40
negate,Konklave FunStore,4,0.40
negate,Konklave FunStore,4,0.40
negate,Konklave FunStore,4,0.40
negate,Konklave FunStore,4,0.40
negate,Toca do Quati,11,0.80
negate,Toca do Quati,9,0.50
negate,Toca do Quati,9,0.50
negate,Toca do Quati,6,0.25
negate,Toca do Quati,6,0.50
negate,Toca do Quati,5,0.50
negate,Toca do Quati,4,0.60
negate,Toca do Quati,4,0.50
negate,Toca do Quati,4,0.60
negate,Toca do Quati,4,0.60
negate,Toca do Quati,2,5.00
negate,Toca do Quati,2,0.25
negate,Toca do Quati,2,0.25
negate,Toca do Quati,1,4.00
negate,Toca do Quati,1,5.00
negate,Toca do Quati,1,0.25
negate,Toca do Quati,1,30.00
negate,Neowalkers Geek Store,4,0.23
negate,Neowalkers Geek Store,3,0.08
negate,Neowalkers Geek Store,3,0.23
negate,Neowalkers Geek Store,3,0.23
negate,Neowalkers Geek Store,2,0.23
negate,Neowalkers Geek Store,1,30.00
negate,Neowalkers Geek Store,1,0.23
negate,Nerdz Cards,97,0.25
negate,Nerdz Cards,33,0.25
negate,Nerdz Cards,2,5.90
negate,Nerdz Cards,1,3.90
negate,Nerdz Cards,1,3.90
negate,Nerdz Cards,1,3.90
negate,Nerdz Cards,1,3.90
negate,Nerdz Cards,1,29.90
negate,Livraria do Infinito - MagicJebb,1,25.50
negate,Livraria do Infinito - MagicJebb,4,3.57
negate,Livraria do Infinito - MagicJebb,2,0.34
negate,Livraria do Infinito - MagicJebb,1,0.24
negate,Livraria do Infinito - MagicJebb,2,0.15
negate,Livraria do Infinito - MagicJebb,1,0.14
negate,Livraria do Infinito - MagicJebb,1,0.14
negate,Livraria do Infinito - MagicJebb,1,0.14
negate,Livraria do Infinito - MagicJebb,2,0.11
negate,Livraria do Infinito - MagicJebb,3,0.09
negate,Livraria do Infinito - MagicJebb,3,0.09
negate,Livraria do Infinito - MagicJebb,1,0.09
negate,Livraria do Infinito - MagicJebb,4,0.07
negate,Inside Games,44,0.25
negate,Inside Games,41,0.25
negate,Inside Games,24,0.25
negate,Inside Games,24,0.25
negate,Inside Games,24,0.25
negate,Inside Games,22,0.25
negate,Inside Games,22,0.25
negate,Inside Games,18,5.00
negate,Inside Games,16,0.25
negate,Inside Games,3,0.50
negate,Inside Games,3,25.00
negate,Inside Games,2,5.00
negate,VampireX TCG,73,7.03
negate,VampireX TCG,16,0.40
negate,VampireX TCG,13,0.22
negate,VampireX TCG,12,0.22
negate,VampireX TCG,11,0.22
negate,VampireX TCG,11,0.22
negate,VampireX TCG,11,0.22
negate,VampireX TCG,11,0.22
negate,VampireX TCG,9,23.75
negate,VampireX TCG,9,0.22
negate,VampireX TCG,8,0.22
negate,VampireX TCG,7,0.22
negate,VampireX TCG,6,0.22
negate,VampireX TCG,5,7.03
negate,VampireX TCG,4,0.22
negate,VampireX TCG,4,0.22
negate,VampireX TCG,4,0.22
negate,VampireX TCG,4,0.22
negate,VampireX TCG,1,12.31
negate,VampireX TCG,1,7.03
negate,VampireX TCG,1,6.25
negate,Medieval Cards,14,0.24
negate,Medieval Cards,9,0.24
negate,Medieval Cards,1,3.99
negate,Medieval Cards,1,0.24
negate,Medieval Cards,1,28.50
negate,City Class Games,39,0.45
negate,City Class Games,28,0.45
negate,City Class Games,22,0.45
negate,City Class Games,17,4.59
negate,City Class Games,14,0.45
negate,City Class Games,13,0.36
negate,City Class Games,12,0.45
negate,City Class Games,7,0.45
negate,City Class Games,5,0.36
negate,City Class Games,5,0.45
negate,City Class Games,2,0.36
negate,City Class Games,2,18.39
negate,City Class Games,2,0.45
negate,City Class Games,1,0.45
negate,City Class Games,1,4.59
negate,Elder Dragon Brasil,45,0.25
negate,Elder Dragon Brasil,18,0.25
negate,Elder Dragon Brasil,17,0.25
negate,Elder Dragon Brasil,9,0.45
negate,Elder Dragon Brasil,8,0.35
negate,Elder Dragon Brasil,1,21.63
negate,Multiverso Cards Comercio de Jogos e Acessorios Lt,4,0.30
negate,Multiverso Cards Comercio de Jogos e Acessorios Lt,4,0.30
negate,Multiverso Cards Comercio de Jogos e Acessorios Lt,4,0.30
negate,Multiverso Cards Comercio de Jogos e Acessorios Lt,3,0.30
negate,Multiverso Cards Comercio de Jogos e Acessorios Lt,3,0.30
negate,Multiverso Cards Comercio de Jogos e Acessorios Lt,3,0.30
negate,Multiverso Cards Comercio de Jogos e Acessorios Lt,2,0.30
negate,Multiverso Cards Comercio de Jogos e Acessorios Lt,2,0.30
negate,Multiverso Cards Comercio de Jogos e Acessorios Lt,2,0.40
negate,Multiverso Cards Comercio de Jogos e Acessorios Lt,1,0.30
negate,Multiverso Cards Comercio de Jogos e Acessorios Lt,1,17.90
negate,Multiverso Cards Comercio de Jogos e Acessorios Lt,1,0.30
negate,Multiverso Cards Comercio de Jogos e Acessorios Lt,1,0.30
negate,Condado Card Games,6,0.23
negate,Condado Card Games,3,0.23
negate,Condado Card Games,3,4.05
negate,Condado Card Games,2,0.23
negate,Condado Card Games,1,16.09
negate,Valhala Store,1,16.00
negate,Valhala Store,1,2.00
negate,Valhala Store,1,0.20
negate,Loja Caverna do Dragão,6,0.20
negate,Loja Caverna do Dragão,2,0.20
negate,Loja Caverna do Dragão,1,14.90
negate,Loja Caverna do Dragão,1,0.25
negate,Arena Hobby Store,18,0.25
negate,Arena Hobby Store,16,0.20
negate,Arena Hobby Store,9,3.50
negate,Arena Hobby Store,4,0.20
negate,Arena Hobby Store,2,0.20
negate,Arena Hobby Store,2,0.20
negate,Arena Hobby Store,2,0.20
negate,Arena Hobby Store,1,16.00
negate,Arena Hobby Store,1,0.15
negate,A Taverna,11,0.35
negate,A Taverna,1,0.40
negate,A Taverna,1,0.45
negate,A Taverna,1,0.45
negate,A Taverna,3,0.45
negate,A Taverna,1,0.50
negate,A Taverna,1,0.50
negate,A Taverna,2,0.50
negate,A Taverna,1,0.50
negate,A Taverna,2,15.95
negate,ManaFix.net,22,0.85
negate,ManaFix.net,19,0.85
negate,ManaFix.net,11,0.65
negate,ManaFix.net,11,0.85
negate,ManaFix.net,8,0.85
negate,ManaFix.net,8,0.85
negate,ManaFix.net,6,0.85
negate,ManaFix.net,4,0.85
negate,ManaFix.net,4,0.85
negate,ManaFix.net,3,0.85
negate,ManaFix.net,3,0.85
negate,ManaFix.net,2,0.65
negate,ManaFix.net,2,0.85
negate,ManaFix.net,2,0.85
negate,ManaFix.net,2,0.85
negate,ManaFix.net,1,0.65
negate,ManaFix.net,1,0.85
negate,ManaFix.net,1,0.65
negate,ManaFix.net,1,0.65
negate,ManaFix.net,1,7.95
negate,ManaFix.net,1,0.85
negate,ManaFix.net,1,0.85
negate,Magicbembarato,13,0.41
negate,Magicbembarato,6,0.41
negate,Magicbembarato,6,0.41
negate,Magicbembarato,6,0.41
negate,Magicbembarato,6,0.41
negate,Magicbembarato,6,0.77
negate,Magicbembarato,6,1.37
negate,Magicbembarato,6,0.41
negate,Magicbembarato,6,0.98
negate,Magicbembarato,6,0.41
negate,Magicbembarato,6,0.41
negate,Magicbembarato,6,0.41
negate,Magicbembarato,6,0.41
negate,Magicbembarato,6,0.41
negate,Magicbembarato,4,8.11
negate,Magicbembarato,4,0.96
negate,Magicbembarato,2,8.93
negate,Magicbembarato,1,0.23
negate,Magicbembarato,1,7.18
negate,Chuck TCG,32,0.50
negate,Chuck TCG,4,0.50
negate,Chuck TCG,2,0.50
negate,Chuck TCG,7,0.50
negate,Chuck TCG,1,0.50
negate,Chuck TCG,1,0.50
negate,Chuck TCG,1,0.50
negate,Chuck TCG,2,0.50
negate,Chuck TCG,4,0.50
negate,Chuck TCG,8,0.50
negate,Chuck TCG,6,0.50
negate,Chuck TCG,9,0.50
negate,Chuck TCG,11,0.50
negate,Chuck TCG,1,3.50
negate,Chuck TCG,1,4.00
negate,Chuck TCG,1,6.50
negate,Chuck TCG,4,9.50
negate,Chuck TCG,4,9.50
negate,Chuck TCG,2,9.50
negate,Mulligan Geek Store,18,0.35
negate,Mulligan Geek Store,17,0.35
negate,Mulligan Geek Store,17,0.35
negate,Mulligan Geek Store,17,0.35
negate,Mulligan Geek Store,15,0.35
negate,Mulligan Geek Store,12,8.25
negate,Mulligan Geek Store,8,0.35
negate,Mulligan Geek Store,8,0.35
negate,Mulligan Geek Store,8,0.50
negate,Mulligan Geek Store,8,0.35
negate,Mulligan Geek Store,4,0.50
negate,Mulligan Geek Store,4,0.25
negate,Mulligan Geek Store,4,0.35
negate,Mulligan Geek Store,4,0.35
negate,Cards Outlet,54,0.95
negate,Cards Outlet,51,0.40
negate,Cards Outlet,51,0.40
negate,Cards Outlet,47,0.40
negate,Cards Outlet,47,0.40
negate,Cards Outlet,41,0.75
negate,Cards Outlet,34,0.40
negate,Cards Outlet,22,0.40
negate,Cards Outlet,19,0.40
negate,Cards Outlet,18,1.33
negate,Cards Outlet,12,0.40
negate,Cards Outlet,4,0.49
negate,Cards Outlet,2,0.91
negate,Cards Outlet,8,1.33
negate,Cards Outlet,4,0.95
negate,Cards Outlet,4,7.80
negate,PRCShop,38,0.50
negate,PRCShop,36,0.50
negate,PRCShop,29,0.50
negate,PRCShop,21,0.50
negate,PRCShop,16,0.50
negate,PRCShop,14,0.50
negate,PRCShop,6,7.00
negate,PRCShop,5,0.50
negate,Cards e Games,47,0.25
negate,Cards e Games,44,0.25
negate,Cards e Games,35,0.25
negate,Cards e Games,17,0.25
negate,Cards e Games,16,0.25
negate,Cards e Games,14,0.25
negate,Cards e Games,11,0.25
negate,Cards e Games,6,0.25
negate,Cards e Games,6,2.99
negate,Cards e Games,4,0.25
negate,Cards e Games,3,0.25
negate,Cards e Games,2,0.25
negate,Cards e Games,1,7.00
negate,Cards e Games,1,0.25
negate,Cards e Games,1,0.25
negate,Hobby Center,5,6.00
negate,Hobby Center,1,2.00
negate,Hobby Center,1,0.25
negate,Hobby Center,1,0.25
negate,Loja Grimorium,24,0.49
negate,Loja Grimorium,18,0.49
negate,Loja Grimorium,18,0.49
negate,Loja Grimorium,17,0.49
negate,Loja Grimorium,16,0.49
negate,Loja Grimorium,16,0.49
negate,Loja Grimorium,16,5.99
negate,Loja Grimorium,15,0.49
negate,Loja Grimorium,15,0.49
negate,Loja Grimorium,15,0.49
negate,Loja Grimorium,15,0.49
negate,Loja Grimorium,15,0.49
negate,Loja Grimorium,14,0.49
negate,Loja Grimorium,13,0.49
negate,Loja Grimorium,13,0.49
negate,Loja Grimorium,11,0.49
negate,Loja Grimorium,9,0.49
negate,Loja Grimorium,8,0.49
negate,Loja Grimorium,8,0.49
negate,Loja Grimorium,8,0.49
negate,Loja Grimorium,6,0.49
negate,Loja Grimorium,5,0.49
negate,Loja Grimorium,5,0.49
negate,Loja Grimorium,3,0.49
negate,Loja Grimorium,3,0.49
negate,Loja Grimorium,1,0.49
negate,Loja Grimorium,1,0.50
negate,LIMIAR STORE,4,0.36
negate,LIMIAR STORE,3,0.38
negate,LIMIAR STORE,3,0.33
negate,LIMIAR STORE,3,0.33
negate,LIMIAR STORE,3,0.30
negate,LIMIAR STORE,2,0.32
negate,LIMIAR STORE,1,5.70
negate,LIMIAR STORE,1,5.97
negate,LIMIAR STORE,1,5.91
negate,LIMIAR STORE,1,0.34
negate,Flow Games,4,0.24
negate,Flow Games,4,5.73
negate,Flow Games,1,5.63
negate,Flow Games,8,0.24
negate,Flow Games,6,0.24
negate,Flow Games,3,0.24
negate,Flow Games,1,0.24
negate,Flow Games,1,0.24
negate,Flow Games,2,0.24
negate,Ilusões Industriais,1,5.00
negate,Ilusões Industriais,1,4.00
negate,Ilusões Industriais,1,4.00
negate,Ilusões Industriais,7,0.25
negate,Ilusões Industriais,2,0.25
negate,Ilusões Industriais,3,0.25
negate,Ilusões Industriais,7,0.25
negate,Ilusões Industriais,1,0.25
negate,Ilusões Industriais,1,0.15
negate,Power9,1,5.00
negate,Power9,1,5.00
negate,Power9,6,0.45
negate,Power9,37,0.25
negate,Power9,11,0.25
negate,Power9,24,0.25
negate,Power9,35,0.25
negate,Power9,44,0.25
negate,Power9,41,0.25
negate,Power9,39,0.25
negate,Power9,47,0.25
negate,Power9,8,0.25
negate,Power9,17,0.20
negate,Power9,8,0.20
negate,Power9,27,0.20
negate,Power9,8,0.20
negate,Power Up Games,2,0.33
negate,Power Up Games,46,0.35
negate,Power Up Games,1,0.33
negate,Power Up Games,5,0.33
negate,Power Up Games,1,5.00
negate,Power Up Games,4,0.33
negate,Power Up Games,4,0.33
negate,Power Up Games,1,0.33
negate,Power Up Games,3,0.33
negate,Power Up Games,16,0.33
negate,Power Up Games,1,0.33
negate,Power Up Games,6,0.33
negate,Power Up Games,12,0.33
negate,Power Up Games,11,0.33
negate,Power Up Games,22,0.33
negate,Power Up Games,1,0.33
negate,Power Up Games,13,0.33
negate,Power Up Games,2,0.33
negate,Power Up Games,5,0.33
negate,Power Up Games,3,0.33
negate,Power Up Games,2,0.33
negate,O Grimório,1,4.90
negate,Skull Games,4,0.25
negate,Skull Games,2,4.50
negate,Skull Games,2,0.49
negate,Skull Games,2,0.99
negate,Skull Games,2,4.99
negate,Skull Games,1,0.49
negate,Skull Games,1,0.25
negate,Skull Games,1,0.99
